movieId	summary
26547	A virtuous Hong Kong Police Officer must clear his good name when the drug lord he is after frames him for the murder of a dirty cop.
26554	A man named Zac Hobson awakens to find himself alone in the world. In a desperate attempt to search for others, he finds only two who have their own agenda.
26555	Two bumbling government employees think they are U.S. spies, only to discover that they are actually decoys for Nuclear War.
26562	An expatriate Russian dancer is on a plane forced to land on Soviet territory. He is taken to an apartment in which a black American who has married a Russian woman lives with her. He is to become a dancer for the Kirov Academy of Ballet again, but he wishes to escape, but can he trust the American?
26564	A troubled, but talented musician flees the US to escape his problems, finding refuge and support in Paris.
26567	Injured while risking his life to save an angry German shepard, Chicago Firefighter Jack Moniker retires and moves to a small carribean island named St. Nicholas. There, he is befriended by the owner of a run-down resort, Ernest Reed. Greedy developers are schemeing to wrest Reed's coveted beach front property from him for non-payment of taxes. Jack comes to Ernest's rescue, and together they renovate and reopen the resort catering to affluent Americans. The film follows the zany exploits of the proprietors, guests and various colorful island denizans, as they break in the new "Club Paradise".
26578	At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.
26585	A reforming ex-gangster tries to reconcile with his estranged policeman brother, but the ties to his former gang are difficult to break.
26587	Ten television drama films, each one based on one of the Ten Commandments.
26590	The heroic G.I. Joe action force must oppose the ruthless Cobra organization that has secretly allied with a subterranean reptilian people who were their founders.
26593	After a nuclear war, the survivors are divided between horribly mutated beings who live on desolate reservations and fertile women who are searching for scarce virile men in order to multiply and start a new human society.
26599	A film maker has a fling with a homicidal possessive fan who threatens his true love and sister.
26603	A research team finds a mysterious cylinder in a deserted church. If opened, it could mean the end of the world.
26606	After a string of bad luck, a debt collector has no other choice than to spend the night in a haunted temple, where he encounters a ravishing female ghost and later battles to save her soul from the control of a wicked tree demon.
26612	A restauranteur teams up with a police officer and his ex-con brother to avenge the death of a friend's daughter.
26614	An injured, unconscious man washes ashore in a small French town. As he recovers, it becomes quite clear, someone is trying to kill him.
26622	Dominick and Eugene are twins, but Dominick is a little bit slow due do an accident in his youth. They live together, with Dominick working as garbage man to put Eugene through medical school. Their relationship becomes strained when Eugene must decide between his devotion to his brother, or his need to go away to complete his training. Things are also not helped by Dominick's co-worker, or Eugene's budding romance.
26629	Aliens who look like clowns come from outer space and terrorize a small town.
26630	Anthology movie by, and starring, Michael Jackson in his prime, combining a number of music videos from his bestselling "Bad" album with a fantasy tale of Michael's confrontation with a ruthless drug dealer known as Mr. Big.
26631	A surrealistic revision of Alice in Wonderland.
26645	Two babies are switched at birth. When the mistake is discovered 12 years later, it leads to complications in the lives of both families. One family is affluent, with dutiful and (apparently) contented children. The other family is poor, with rambunctious (even delinquent) children, often hungry, but with lots of laughter in the house.
26649	Two former Texas Rangers renew their spirit of adventure as they and several other residents of a small Texas town join a cattle drive to the Montana Territory.
26662	A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.
26676	A small-time crook becomes convinced he has become an angel after a traumatic incident and resolves to perform the work of one.
26680	In 1950s Baltimore, a bad boy with a heart of gold wins the love of a good girl, whose boyfriend sets out for revenge.
26681	When three close friends escape from Hong Kong to war-time Saigon to start a criminal's life, they all go through a harrowing experience which totally shatters their lives and their friendship forever.
26686	Elliot Hopper is a widower with three children, he is currently working on a deal. It seems like his wife's illness was very costly and this deal could put them out of the red. However, he gets into a cab that is driven by a maniac, and Elliot crashes, and the next thing he knows he is floating around and finds himself in the lab of a scientist who studies the paranormal. Elliot asks the scientist to send him back so that he could finish the deal and make sure that his children are taken care of.
26693	In 1960, seven pre-teen outcasts fight an evil demon who poses as a child-killing clown. Thirty years later, they reunite to stop the demon once and for all when it returns to their hometown.
26694	A woman married to the brutal and infertile owner of a dye mill in rural China conceives a boy with her husband's nephew but is forced to raise her son as her husband's heir without revealing his parentage in this circular tragedy. This tale of romantic and familial love in the face of unbreakable tradition is more universal than its setting.
26695	This fact-based movie follows the life of the twin crime-lords in London's '60s underworld.
26696	An Ex-French Soldier begins participating in underground street fights in order to make money for his brother's family.
26700	Brian and Charlie work for a gangster. When their boss learns they want to "leave", he sets them up to be killed, after they help rob the local Triads of their drug dealing profits. They decide to steal the money for themselves, but when their escape doesn't go to plan, they have to seek refuge in a nuns' teacher training school. Disguised as nuns, they have to avoid their boss, Triads, the police, and Brian's girlfriend. There's also the problem of them being men disguised as nuns in an all women institution.
26701	The screwball cops of Special Vehicles Section 2 Division 2 must investigate and stop a spree of rampaging construction robots.
26704	A New York cop is recruited to return to his hometown and infiltrate the mob ran by his best friend's brother.
26713	A man tries to find out who his real mother is after the woman who raised him tells him the truth.
26717	Presented in a surreal, gory and entirely visual manner, Begotten tells of the death of religion, the abuse of nature by Man and a nihilistic outlook on what life ultimately is.
26726	To get to know his girlfriend's son, a working-class good guy volunteers to pick him up from a prep school, only to learn that her son isn't the nicest kid.
26729	Documentary that chronicles how Francis Ford Coppola's Apocalypse Now (1979) was plagued by extraordinary script, shooting, budget, and casting problems--nearly destroying the life and career of the celebrated director.
26732	A kindhearted but bumbling idiot who likes to steal bananas, is passed off for a snitch hiding from the mob.
26736	A young man with superhuman strength is incarcerated at a prison run by corrupt officials and seeks to use his martial arts to clean up the system.
26741	A young department store intern falls in love with a female store mannequin who is really a peasant girl fallen under a thousand year spell. She comes to life whenever he removes the cursed necklace from her.
26743	A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.
26745	A corporate raider threatens a hostile take-over of a "mom and pop" company. The patriarch of the company enlists the help of his wife's daughter, who is a lawyer, to try and protect the company. The raider is enamoured of her, and enjoys the thrust and parry of legal manoeuvring as he tries to win her heart.
26750	Sharpshooter Matt Quigley is hired from Wyoming by an Australian rancher paying a very high price. But when Quigley arrives Down Under, all is not as it seems.
26761	DCI Jane Tennison's investigation of a murder is complicated with the unexpected participation of her secret lover in her detective unit.
26764	Frozen in the ice for decades, Captain America is freed to battle against arch-criminal, The Red Skull.
26765	A self-indulgent private investigator winds up on a cruise ship full of rich patrons, gorgeous women, murderous terrorists, and scarce food.
26776	In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.
26777	Antonio, a policeman (carabiniere), has an order to take two children (Rosetta and her brother Luciano) from Milan to Sicily to an orphanage. Their mother has been arrested for forcing Rosetta (11 years old) to work as a prostitute. First the relation between Antonio and the children is tough, but it relaxes so they become temporary friends.
26778	To climb the corporate ladder to success, a guy agrees to coach the company's all girl soccer team with the help of his secret weapon: his fiancee's son.
26782	Two Cuban brothers bring a new music to the 1950s USA. They are as different as the problems that await them.
26791	An American woman of Irish, Jewish-German parentage goes undercover in Nazi Germany.
26792	A bullied teen who fantasizes about being Chuck Norris' sidekick trains in martial arts to fulfill his dreams.
26796	Beautiful violin virtuoso Camille has two obsessions: the music of Ravel, and a friend of her husband's who crafts violins. But his heart seems to be as cold as her playing is passionate.
26797	Cameramen and women discuss the craft and art of cinematography and of the "DP" (the director of photography), illustrating their points with clips from 100 films, from Birth of a Nation to Do the Right Thing. Themes: the DP tells people where to look; changes in movies (the arrival of sound, color, and wide screens) required creative responses from DPs; and, these artisans constantly invent new equipment and try new things, with wonderful results. The narration takes us through the identifiable studio styles of the 30s, the emergence of noir, the New York look, and the impact of Europeans. Citizen Kane, The Conformist, and Gordon Willis get special attention.
26810	Bubby has spent thirty years trapped in the same small room, tricked by his mother. One day, he manages to escape, and, deranged and naive in equal measures, his adventure into the modern and nihilistic life begins.
26812	The president of a major tobacco company decides to buy the company himself, but a bidding war ensues as other companies make their own offers.
26819	In a future, private underground prison/Fortress, the inmates are computer controlled with CCTV, dream readers and devices that can cause pain or death. John and his illegally pregnant wife are inside but want to escape before birth.
26828	A former professional wrestler is hired to be the bodyguard/nanny for a couple of bratty kids whose inventor father is being stalked by a rival.
26838	Set in Ireland, Sharon Curley is a 20 year old living with her parents and many brothers and sisters. When she gets herself pregnant and refuses to name the father, she becomes the talk of the town.
26840	Several yakuza from Tokyo are sent to Okinawa to help end a gang war. The war escalates and the Tokyo drifters decide to lay low at the beach.
26849	After a deadly plague kills most of the world's population, the remaining survivors split into two groups - one led by a benevolent elder and the other by a maleficent being - to face each other in a final battle between good and evil.
26854	Darkman and Durant return and they hate each other as much as ever. This time, Durant has plans to take over the city's drug trade using high-tech weaponry. Darkman must step in and try to stop Durant once and for all.
26861	A vain actor, his best friend, and an activist end up at a mutant freak farm run by a weirdo scientist.
26865	In 1937, a Chinese martial artist returns to Shanghai to find his teacher dead and his school harassed by the Japanese.
26870	The Indians are now a World Series contender. But last year's hunger is now replaced with complacency, and bad decisions by the new owner threaten to tear the team apart.
26871	A teenage girl on vacation in the Bahamas with her divorced father tries to impress a potential boyfriend by saying that her father is actually her lover.
26875	Onoff is a famous writer who hasn't published any new books for quite some time and has become a recluse. When he is picked up by the police one stormy night, without any identification, out of breath and running madly, without clear memory of recent events, the Inspector is suspicious. Through interrogatory dialectic, the head of this lonely, isolated, broken-down police station tries to establish what has happened, by delving into the mind of his writer-hero, and clearing up a mysterious killing.
26887	Most of the passengers on an airplane disappear, and the remainder land the plane in a mysteriously barren airport.
26900	Pekka returns to his native village to attend a wedding. The village has lost its younger generations, and the movie tells the story of the last wedding in the village.
26901	A Montana bounty hunter is sent into the wilderness to track three escaped prisoners. Instead he sees something that puzzles him. Later with a female Native Indian history professor, he returns to find some answers.
26903	A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.
26913	Bison, the ruthless leader of the international terrorist organization Shadowlaw, has been desperately searching for the greatest fighter on the planet for years. He finds it in Ryu, a young wanderer who never stays in one place long enough for Bison to find him. He does, however, get a fix on Ken Masters, an American martial arts champion who studied with Ryu as a child under the same master. Meanwhile, Major Guile of the United States Army is forced to team up with Chun Li from China in hopes of apprehending Bison and putting a stop his international ring of crime.
26928	A shy maths graduate takes a holiday in Dinard before starting his first job. He hopes his sort-of girlfriend will join him, but soon strikes up a friendship with another girl working in town. She in turn introduces him to a further young lady who fancies him. Thus the quiet young lad finds he is having to do some tricky juggling in territory new to him.
26940	A dramatization of the rivalry between David Letterman and Jay Leno to over which of them would succeed Johnny Carson as the host of "The Tonight Show".
26947	A drug pusher grows increasingly desperate after a botched deal leaves him with a large debt to a ruthless drug lord.
26958	While matchmaking for friends and neighbors, a young 19th-century Englishwoman nearly misses her own chance at love.
26965	Young Danny Flynn is released from prison 14 years after "taking the rap" for the IRA and tries to rebuild his life in his old Belfast neighborhood.
26974	Lonely residents of a tornado-stricken Ohio town wander the deserted landscape trying to fulfill their boring, nihilistic lives.
26985	Jimi, a successful computer game designer, finds that his latest product has been infected by a virus which has given consciousness to the main character of the game, Solo. Tormented by the memory of his fled girlfriend Lisa and begged by Solo to end its useless "life", Jimi begins a search for people who can help him both to discover what happened to Lisa and to delete his game before it is released.
26999	Simba's daughter is the key to a resolution of a bitter feud between Simba's pride and the outcast pride led by the mate of Scar.
27002	Dramatized portrayal of the Apollo manned space program.
27003	In a besieged land, Beowulf must battle against the hideous creature Grendel and his vengeance seeking mother.
27006	Orson Welles produces his greatest film, Citizen Kane (1941), despite the opposition of the film's de facto subject, William Randolph Hearst.
27008	More people are turned into vampires as they go around spreading their evil satanic hate.
27020	The story of the life of Gia Carangi, a top fashion model from the late 1970s, from her meteoric rise to the forefront of the modeling industry, to her untimely death.
27022	The movie opens in a Los Angeles convenience store one late Monday night, where a smalltime drug dealer named Nick (Aaron Eckhart) is trying to decide what coffee brand to buy. His ex-lover Dallas (Paulina Porizkova) and fellow hitman Billy Hill (James LeGros) are getting impatient and tell him to hurry up. Conflicts between Nick and the cashier (Luck Hari) ensue, resulting in Dallas shooting the cashier dead. Though the three attempt to cover up the crime, they are forced to also shoot a police officer (Bari K. Willerford) when he discovers blood on the ground.
27032	A Secret Agent loses his memory after falling from a crashing helicopter. He is then chased by several other agency operatives, but he has no idea why.
27036	The legendary wizard tells his story of his war against Queen Mab of the Sidhe and his creation of Camelot.
27074	In a futuristic totalitarian utopian society, babies are created through genetic engineering, everyone has a predestined place in society and their minds are conditioned to follow the rules. A tragic outsider jeopardizes the status quo.
27075	The Addams Family goes on a search for their relatives.
27105	An outlaw band rides into a town that is actually Purgatory, between Heaven and Hell.
27155	Joker goes to Metropolis with an offer and plan to kill Superman for Lex Luthor while Batman pursues the clown to Superman's turf.
27156	Concurrent theatrical ending of the TV series Shin Seiki Evangerion (1995).
27176	A documentary that exposes the rich growing subculture of hip-hop that was developing in New York City in the late '70s and early '80s, specifically focusing on graffiti art and breakdancing.
27178	A young, insecure teacher embarks on a journey through Europe to Turkey, where he wants to see a woman again whom he believes to be his fate.
27186	In a troubled African village, an unusual baby is born.
27193	Police inspector Emilien and his taxi-driver pal Daniel are back, this time on the tail of a group of Japanese yakuza.
27246	Trio of stories about lesbian couples in three different decades.
27251	A father and daughter are caught in a parallel universe where the great queens Snow White, Cinderella, and Little Red Riding Hood have had their kingdoms fragmented by warring trolls, giants and goblins.
27255	Irreverent city engineer Behzad comes to a rural village in Iran to keep vigil for a dying relative. In the meanwhile the film follows his efforts to fit in with the local community and how he changes his own attitudes as a result.
27266	Several women enter a science fiction author's life over the course of a few years, after the author has lost the woman he considers his one true love.
27306	A clueless boss has no idea what to do with his mundane office worker whose refusal of duties only gets worse each passing minute.
27311	The Joker is back with a vengeance, and Gotham's newest Dark Knight needs answers as he stands alone to face Gotham's most infamous Clown Prince of Crime.
27317	A widower takes an offer to screen girls at a special audition, arranged for him by a friend to find him a new wife. The one he fancies is not who she appears to be after all.
27320	The last day of creation. A stranger arrives in London. No one knows who he is or where he has come from. By the time he leaves, the entire universe will have been erased. A black comedy about the Apocalypse, 'The Nine Lives...' presents a unique brand of left-field humour, spiritual beauty and spectral horror.
27328	A simple funeral turns a man's world topsy turvy.
27329	The case of the West Memphis Three, its questionable circumstances and the parties involved are followed up years later.
27368	Astérix and Obélix go to Egypt to help architect Numérobis who is building a palace for Cleopatra.
27369	This animated made-for-TV movie, based on MTV's hit "Daria," explores the summer vacation of Daria and her classmates at Lawndale High.
27370	Four young friends have tedious night jobs and meet every night after work in a café. Sean hasn't met his girlfriend in three weeks, Vincent flirts with everybody, Lenny is too afraid to ask a girl at work on a date and Jody can't admit that she shows up at the café every night, although she was fired some time ago.
27373	Roger Maris and Mickey Mantle race to break Babe Ruth's single-season home run record.
27397	In the DMZ separating North and South Korea, two North Korean soldiers have been killed, supposedly by one South Korean soldier. But the 11 bullets found in the bodies, together with the 5 remaining rounds in the assassin's magazine, amount to 16 cartridges for a gun that should normally hold 15. The investigating Swiss/Swedish team from the neutral countries overseeing the DMZ suspects that another, unknown party was involved - all of which points to some sort of cover up. The truth is much simpler and much more tragic.
27408	A dying family man in need of money is persuaded to assassinate a European crime boss.
27416	Roro, a foreign worker in Swedish parks, loves his girlfriend but is about to marry another girl to prevent her from being sent back to Lebanon. Roros best friend, Måns, has his own problems: He has serious problems getting an erection...
27420	Anxious to use artificial life to improve the world, Rosetta Stone, a bio-geneticist creates a Recipe for Cyborgs and uses her own DNA in order to breed three Self Replicating Automatons, part human, part computer named Ruby, Olive and Marine. The SRA's act as 'portals' on the Internet, helping users to fulfill their dreams. The SRA's are nourished through touch. Because they were bred only with Rosetta's DNA, they need the balance of an Y chromo or male sperm to survive. Rosetta projects seduction scenes from movie clips onto Ruby, which absorbs as she sleeps. The SRA'S can not distinguish dreams from reality. Ruby acts out these scenes in real life with the men and shares her spoils with her sisters. However, Ruby's encounters suffer from impotence and unexplained rashes. Fearing a bio-gender war, the FBI sends in Agent Edward Hopper to solve the mystery. Puzzled, he turns for help from a private cyber detective. The men recover. Ruby falls in love and becomes impregnated by Sandy, a xerox shop worker. The characters struggle to find love in a world that no longer needs sex to reproduce, a world that is changing and is populated with people who use provisional identities and are seen through virtual selves and a world where love is the only thing that makes things real.
27426	At a Hong Kong shopping center, Buck Yuen's (Jackie Chan's) intuition warns him. He saves a robbery's loot and gets on television, ends up in Istanbul via South Korea, and accidentally becomes a spy. Fortunately, he knows Kung Fu.
27434	A teenage girl moves into a remote countryside house with her family, only to discover that their gloomy new home has a horrifying past that threatens to destroy the family.
27441	Saya is a Japanese vampire slayer whose next mission is in a high school on a US military base in 1960s Japan, where she poses as a student. She uses a katana/samurai sword to kill vampires.
27450	In 1870, after a brutal run-in with an outlaw in a brothel, Mike Blueberry becomes marshal in Arizona where he keeps the peace between Whites and Apaches but an influx of Indian gold treasure-hunters threatens to lead to violence.
27473	A girl named Rachael Newman has developed a taste for murder and will stand at nothing to become a college professor's assistant.
27478	Ali G unwittingly becomes a pawn in the Chancellor's plot to overthrow the Prime Minister of Great Britain. However, Ali is embraced by the nation as a voice of the youth, making the PM and his government more popular than ever.
27480	Two contract killers cross paths in the middle of the same job and realize they are childhood friends.
27482	Eight strangers awaken with no memory, in a puzzling cube-shaped room where the laws of physics do not always apply.
27491	Two groups of people discover evidence that suggests spirits may be trying to invade the human world through the Internet.
27513	In a suburb of Vienna during some hot summer days: A teacher who is in bondage to a sleazy pimp, a very importunate hitchhiker, a private detective on the run for some car vandals, a couple with a serious marriage problem and an old man, whose wife died long before on the search for some sexual entertainment live their lives while their lifelines cross from time to time.
27523	A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train.
27537	After a terrible day, two good friends and housemates find the outside world converted into a featureless and empty white void.
27539	A woman, whose husband is cheating on her, and an undertaker, who has been in love with her since their childhood, decide to fake her death so they can be together.
27549	The ace cop of a totalitarian police force and a drifting android play their parts in a post-apocalyptic society. They are destined to fight. Their encounter will change them forever.
27555	Headbangers Terry and Dean explore the depths of friendship, and the art and science of drinking beer like a man.
27563	A family moves to the country to run a rustic mountain inn when, to their horror, the customers begin befalling sudden and unlikely fates.
27584	Christmas Eve. On his way to his in-laws with his family, Frank Harrington decides to try a shortcut, for the first time in 20 years. It turns out to be the biggest mistake of his life.
27592	A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.
27595	Kung-Fu Action / Comedy / Horror / Musical about the second coming.
27604	A detective is trying to find the cause of a string of suicides.
27611	Following the destruction of the Twelve Colonies of Kobol by the Cylons, a rag-tag fugitive fleet of the last remnants of mankind flees the pursuing Cylons while simultaneously searching for their true home: Earth.
27618	When a scientist sent back to the prehistoric era strays off the path he causes a chain of events that alters history in disastrous ways.
27619	Timon the meerkat and Pumbaa the warthog retell the story of The Lion King, from their own unique perspective.
27627	An irresponsible and childish ex-con befriends a girl with cerebral palsy and develops a progressively stronger bond with her.
27644	In the dysfunctional Italian middle-class family Ristuccia, the middle-aged executive Carlo has a stalled life without passion, bored in his work and having a monotonous life with his wife Giulia. Giulia is a frustrated and hysterical woman because she gave up of being an actress in her youth to dedicate to the family. Their needy son Paolo feels lost and rejected, trying to find who he is and flirting with a schoolmate. Their seventeen years old daughter Valentina is decided to work in a television show, and is fighting to have an audition. When Carlo meets his former sweetheart Alessia in a class reunion, they confess to each other that their marriages are in crisis and both feel passion arising again. Meanwhile Giulia is invited to an audition in a stage production and to participate of a play. Paolo tries to make friends using marijuana in his birthday party, and Valentina has sex with different guys trying to be a dancer of the famous TV show 'Ali Babbi'. Their relationships change when Carlo has an accident.
27660	The Animatrix is a collection of several animated short films, detailing the backstory of the "Matrix" universe, and the original war between man and machines which led to the creation of the Matrix.
27664	Professional motorcycle racer Bud Clay heads from New Hampshire to California to race again. Along the way he meets various needy women who provide him with the cure to his own loneliness, but only a certain woman from his past will truly satisfy him.
27667	A teacher visits the house of one of his students after the boy goes missing, only to have a horrifying excuse for his absence from school.
27674	The events leading up to an 11:14 p.m. car crash, from five very different perspectives.
27683	A prequel to Tremors (1990), this movie tells us about how the town of Perfection, Nevada became founded and how they defended it against the Graboids with the help of Burt Gummer's ancestor, Hiram.
27685	When new students can't get onto their college cheerleading team, they form their own squad and prepare for a cheer off.
27689	Pierre Niemans faces the threat of the apocalypse while investigating a series of ritual murders.
27692	Hollywood makes a deal with Mexican revolutionary Pancho Villa to film his war and recreate his life.
27695	A real-time dark comedy about a science geek who tangles with a clutch of Russian gangsters after he delivers them the wrong computer disk.
27704	Three years after the failure of the last BR program, a second act is forged and a class of students are sent to an island with one objective: kill international terrorist Shuya Nanahara.
27705	A man must survive a prison where hardened criminals battle to the death for the wardens' entertainment.
27706	When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.
27708	The abduction of beautiful Helen, wife of Spartan King Menelaus, by Paris of Troy triggers a long war.
27716	2 Danish friends are tired of their employer and open their own butcher shop. An electrician accidentally dies in the freezer and he's sold as marinated chicken and business picks up. What happens when they run out of "chicken"?
27721	Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.
27722	A suicidal, obsessively compulsive Japanese librarian is forced to lie low in Thailand with a pot-smoking woman coping with the recent loss of her sister.
27728	In the year 2032, Batô, a cyborg detective for the anti-terrorist unit Public Security Section 9, investigates the case of a female robot--one created solely for sexual pleasure--who slaughtered her owner.
27731	After helping a cat, a 17-year-old girl finds herself involuntarily engaged to a cat prince in a magical world where her only hope of freedom lies with a dapper cat statuette come to life.
27741	As the feudal Japan era draws to a close, a widower samurai experiences difficulty balancing 2 young daughters, an aged mother, clan loyalties, and the sudden reappearance of his childhood sweetheart.
27744	Overburdened and stuck in a greying marriage, Giovanna takes to caring for the Jewish Holocaust survivor her husband brings home. As she begins to reflect on her life, she turns to the man who lives across from her ...
27746	Ginger's sister Brigitte, now a werewolf herself, must try to find a cure for her blood lust before the next full moon while hiding out in a rehab clinic from a relentless werewolf.
27751	Writer Ben Mears returns to his childhood home of Jerusalem's Lot and discovers that it is being terrorized by vampires.
27762	The relationship between Hollywood and comic book culture is lambasted in this mockumentary as a beloved heroic character is rung through the studio system.
27768	A Frenchwoman tells her marital troubles to a man she mistakes for a psychiatrist, and soon they form an unusual relationship.
27769	A woman stuck in a stale marriage struggles to raise her children and manage her secret drug habit. But when winter comes to her small town, her balancing act begins to come crashing down.
27772	A mysterious and vengeful spirit marks and pursues anybody who dares enter the house in which it resides.
27773	After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.
27776	Antoine and Helene drive to South France to return their kids from a holiday camp. The traffic is dense and the atmosphere growingly tense; he is an alcoholic and becomes increasingly drunk the more often they stop. After a fierce discussion they split and both have to face great danger during the night.
27778	Set in 19th Century Canada, Brigette and her sister Ginger take refuge in a Traders' Fort which later becomes under siege by some savage werewolves.
27784	People mysteriously start receiving voicemail messages from their future selves, foretelling their deaths.
27788	A Gulf war veteran is wrongly sent to a mental institution for insane criminals, where he becomes the object of a doctor's experiments, and his life is completely affected by them.
27790	Ethics, being human and the soul come to the fore when a 7-year old finds a bag of Pounds just days before the currency is switched to Euros and learns what we are really made of.
27793	In the sequel to Paul Verhoeven's loved/reviled sci-fi film, a group of troopers taking refuge in an abandoned outpost after fighting alien bugs, failing to realize that more danger lays in wait.
27801	When the head of a statue sacred to a village is stolen, a young martial artist goes to the big city and finds himself taking on the underworld to retrieve it.
27802	In this prequel to Mou gaan dou (2002), Chan Wing Yan has just become an undercover cop in the triads while Lau Kin Ming joins the police force. Both the triads and the police find an enemy in a rival crime boss.
27803	The factual story of Spaniard Ramon Sampedro, who fought a thirty-year campaign in favor of euthanasia and his own right to die.
27808	A woman and her daughter emigrate from Mexico for a better life in America, where they start working for a family where the patriarch is a newly celebrated chef with an insecure wife.
27815	The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.
27816	Four American soldiers and one Brit fighting in Europe during World War II struggle to return to Allied territory after being separated from U.S. forces during the historic Malmedy Massacre.
27820	When a Mongolian nomadic family's newest camel colt is rejected by its mother, a musician is needed for a ritual to change her mind.
27821	Political intrigue and deception unfold inside the United Nations, where a U.S. Secret Service agent is assigned to investigate an interpreter who overhears an assassination plot.
27822	Based on the true story of two scuba divers accidentally stranded in shark infested waters after their tour boat has left.
27826	A gay Canadian living in London has his perfectly crafted life upset when his devoutly Muslim mother comes to visit.
27829	A documentary on a stereotypically shady used car salesman, one who convinces customers to buy vehicles that others have deemed unfit for sale.
27830	Jim Caviezel stars as golf legend Bobby Jones, the icon who retired from competition at the tender age of 28.
27831	A successful cocaine dealer gets two tough assignments from his boss on the eve of his planned early retirement.
27834	In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces.
27837	Survivors of a plane crash in the Mongolian desert work together to build a new plane.
27838	When a teen is bullied, his brother and friends lure the bully into the woods to seek revenge.
27839	6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.
27846	Documentary that looks at the concept of the corporation throughout recent history up to its present-day dominance.
27850	Anti-corporate activists travel from conference to conference, impersonating member of the World Trade Organization.
27865	Raised to deal in cold blooded death, the teenage assassin girl Azumi must defeat three evil warlords while also battling her own heart.
27866	A disillusioned war journalist's return home is blighted when he becomes implicated in the mysterious disappearance of a teenage girl he has befriended.
27869	When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.
27873	A documentary crew followed Metallica for the better part of 2001-2003, a time of tension and release for the rock band, as they recorded their album St. Anger, fought bitterly, and sought the counsel of their on-call shrink.
27878	Two documentary filmmakers chronicle their time in Sonagchi, Calcutta and the relationships they developed with children of prostitutes who work the city's notorious red light district.
27879	A documentary on the once-promising American rock bands The Brian Jonestown Massacre and The Dandy Warhols, and the friendship/rivalry between their respective founders, Anton Newcombe and Courtney Taylor.
27882	Documentary detailing the origins and history of surf culture.
27899	A fictional photographer's quest to spiritually rediscover herself is interspersed with documentary footage of scientists and theologians discussing the philosophical aspects of quantum physics.
27904	An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.
27905	Live-action sci-fi movie based on a 1973 Japanese animé of the same name (Shinzo Ningen Casshân). Theme song by Utada Hikaru.
27912	Documentary on reported Conservative bias of the Rupert Murdoch-owned Fox News Channel (FNC), which promotes itself as "Fair and Balanced". Material includes interviews with former FNC employees and the inter-office memos they provided.
30707	A determined woman works with a hardened boxing trainer to become a professional.
30745	A yakuza enforcer is ordered to secretly drive his beloved colleague to be assassinated. But when the colleague unceremoniously disappears en route, the trip that follows is a twisted, surreal and horrifying experience.
30749	Paul Rusesabagina was a hotel manager who housed over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda.
30793	A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.
30803	A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.
30810	With a plan to exact revenge on a mythical shark that killed his partner, Oceanographer Steve Zissou rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.
30812	A biopic depicting the early years of legendary Director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.
30816	A young soprano becomes the obsession of a disfigured and murderous musical genius who lives beneath the Paris Opéra House.
30818	A swooning study of "Mack the Knife" singer Bobby Darin and specifically his relationship with wife Sandra Dee.
30820	A child molester returns to his hometown after 12 years in prison and attempts to start a new life.
30822	A middle-aged ad exec is faced with a new boss who's nearly half his age... and who also happens to be sleeping with his daughter.
30825	All hell breaks loose when the Byrnes family meets the Focker family for the first time.
30846	Based on real life events, Assassination is set in 1974 and centers on a businessman who decides to take extreme measures to achieve his American dream.
30848	A headstrong young woman returns to New Orleans after the death of her estranged mother.
30850	In 16th century Venice, when a merchant must default on a large loan from an abused Jewish moneylender for a friend with romantic ambitions, the bitterly vengeful creditor demands a gruesome payment instead.
30883	Fat Albert and the Cosby Kids come to life and step out of their animated, inner-city Philadelphia world.
30890	Meeting his handicapped son for the first time, a young father attempts to forge a relationship with the teenager.
30892	A documentary on Henry Darger, visionary artist, janitor, and novelist.
30894	An architect's desire to speak with his wife from beyond the grave becomes an obsession with supernatural repercussions.
